date,suburb,medianSoldPrice,numberSold,highestSoldPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,ymd,ymd_dt,qtr,date
2017-07-01,Pymble,2240000,29,6500000,45,11500000.0,1100000.0,30.0,17.0,1000.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Pymble,2300000,49,31800000,74,11500000.0,1500000.0,48.0,26.0,1000.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Pymble,2435000,25,5000000,56,11500000.0,1550000.0,21.0,10.0,1000.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Pymble,2485000,49,6500000,73,11500000.0,1300000.0,39.0,26.0,1085.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Pymble,2100000,24,4150000,48,11500000.0,1250000.0,21.0,11.0,1250.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Pymble,2450000,36,5555000,75,10000000.0,1250000.0,47.0,20.0,1213.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Pymble,2420000,22,4700000,44,10000000.0,1275000.0,12.0,3.0,1000.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Pymble,2355000,30,8500000,42,10000000.0,1590000.0,12.0,10.0,1000.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Pymble,2205000,38,6500000,47,4800000.0,3000.0,23.0,18.0,1100.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Pymble,2236000,45,7921000,69,5985000.0,1275000.0,36.0,30.0,990.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Pymble,2315000,26,5150000,47,6000000.0,1260000.0,17.0,14.0,1000.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Pymble,2455000,20,4850000,60,8500000.0,1200000.0,25.0,11.0,1050.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Pymble,2498000,31,9875000,54,12000000.0,255000.0,22.0,12.0,913.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Pymble,2670000,56,6720000,76,10800000.0,205000.0,39.0,25.0,998.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Pymble,2550000,35,4600000,47,9500000.0,205000.0,21.0,14.0,1100.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Pymble,3560000,49,8500000,65,10000000.0,1550000.0,40.0,34.0,1050.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Frenchs Forest,874000,38,1425000,77,1680000.0,639000.0,3.0,,700.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Frenchs Forest,850000,55,1450000,91,1500000.0,665000.0,6.0,2.0,750.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Frenchs Forest,865000,41,1450000,92,1600000.0,2000.0,6.0,3.0,750.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Frenchs Forest,841000,55,1600000,109,1500000.0,2000.0,6.0,2.0,800.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Frenchs Forest,835000,52,1600000,77,1400000.0,600000.0,3.0,1.0,750.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Frenchs Forest,880000,61,1425000,113,1500000.0,625000.0,11.0,8.0,783.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Frenchs Forest,883000,60,1230000,85,1450000.0,458000.0,3.0,1.0,795.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Frenchs Forest,917000,53,1600000,69,1500000.0,650000.0,3.0,2.0,780.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Frenchs Forest,910000,47,1600000,68,1450000.0,650000.0,8.0,4.0,780.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Frenchs Forest,997000,90,1888000,107,3800000.0,695000.0,12.0,10.0,820.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Frenchs Forest,991000,43,1888000,59,3741000.0,760000.0,6.0,3.0,820.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Frenchs Forest,1050000,62,2130000,79,3741000.0,750000.0,11.0,7.0,835.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Frenchs Forest,1101000,52,1650000,80,3741000.0,720000.0,10.0,10.0,850.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Frenchs Forest,1200000,77,1940000,94,2200000.0,780000.0,23.0,19.0,850.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Frenchs Forest,1250000,43,3700000,54,2200000.0,780000.0,8.0,8.0,838.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Frenchs Forest,1350000,53,3425000,59,3000000.0,630000.0,16.0,14.0,840.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Frenchs Forest,1410000,49,2100000,68,2000000.0,780000.0,26.0,20.0,830.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Frenchs Forest,1400000,41,2200000,60,2200000.0,950000.0,29.0,16.0,850.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Frenchs Forest,1355000,27,1850000,41,1950000.0,1000000.0,10.0,6.0,850.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Frenchs Forest,1507000,37,2050000,47,2000000.0,900000.0,17.0,12.0,880.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Frenchs Forest,1503000,38,2300000,42,2000000.0,960000.0,21.0,20.0,890.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Frenchs Forest,1610000,35,2565000,40,2100000.0,1000000.0,27.0,24.0,878.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Frenchs Forest,1695000,40,4250000,33,2294000.0,150000.0,21.0,16.0,925.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Frenchs Forest,1655000,44,2441000,53,2300000.0,1400000.0,39.0,31.0,920.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Frenchs Forest,1653000,36,2730000,43,2300000.0,1250000.0,26.0,15.0,900.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Frenchs Forest,1624000,36,3935000,48,2500000.0,1200000.0,32.0,22.0,908.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Frenchs Forest,1550000,33,2300000,40,2400000.0,1300000.0,16.0,8.0,983.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Frenchs Forest,1461000,50,2420000,65,2500000.0,140000.0,31.0,23.0,950.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Frenchs Forest,1500000,29,1950000,39,2500000.0,1280000.0,14.0,13.0,828.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Frenchs Forest,1400000,42,2680000,71,2500000.0,790000.0,40.0,17.0,850.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Frenchs Forest,1288000,29,1820000,60,2400000.0,790000.0,23.0,7.0,880.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Frenchs Forest,1290000,44,2300000,63,2818000.0,900000.0,25.0,18.0,875.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Frenchs Forest,1495000,30,2090000,67,5500000.0,900000.0,15.0,15.0,898.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Frenchs Forest,1615000,49,2410000,84,5000000.0,900000.0,35.0,27.0,880.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Frenchs Forest,1635000,46,3050000,72,5000000.0,900000.0,26.0,22.0,925.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Frenchs Forest,1613000,47,2400000,97,5000000.0,900000.0,36.0,20.0,855.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Frenchs Forest,1601000,43,2300000,64,5000000.0,1090000.0,26.0,20.0,900.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Frenchs Forest,1650000,77,2820000,83,5000000.0,1250000.0,40.0,35.0,898.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Frenchs Forest,1815000,35,2360000,39,5000000.0,1200000.0,20.0,18.0,928.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Frenchs Forest,2056000,65,3305000,67,5000000.0,1350000.0,47.0,45.0,890.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Epping,905000,54,1875000,91,1800000.0,600000.0,33.0,20.0,600.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Epping,852000,62,1800000,108,4200000.0,312000.0,42.0,22.0,583.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Epping,898000,47,1225000,83,1800000.0,312000.0,22.0,12.0,600.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Epping,880000,65,1585000,120,1800000.0,329000.0,40.0,28.0,600.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Epping,928000,59,1730000,120,1800000.0,312000.0,36.0,20.0,600.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Epping,939000,85,1800000,132,3400000.0,460000.0,58.0,36.0,590.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Epping,951000,49,1930000,76,2100000.0,84000.0,26.0,20.0,618.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Epping,922000,81,1530000,96,1500000.0,438000.0,47.0,36.0,620.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Epping,1050000,67,2200000,79,1750000.0,575000.0,42.0,37.0,650.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Epping,1215000,86,2260000,123,1900000.0,600000.0,69.0,57.0,635.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Epping,1210000,71,5030000,96,12000000.0,639000.0,41.0,33.0,640.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Epping,1301000,99,5000000,104,1995000.0,600000.0,64.0,47.0,625.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Epping,1350000,78,4679000,76,4988000.0,650000.0,33.0,30.0,620.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Epping,1465000,97,5785000,108,9000000.0,700000.0,68.0,58.0,650.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Epping,1384000,53,3100000,71,9000000.0,200000.0,38.0,31.0,645.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Epping,1663000,66,2839000,71,4253000.0,750000.0,52.0,48.0,650.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Epping,1755000,58,3450000,64,3000000.0,680000.0,43.0,34.0,690.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Epping,1600000,78,4380000,101,2250000.0,800000.0,82.0,45.0,650.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Epping,1495000,36,2970000,59,3000000.0,800000.0,18.0,11.0,673.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Epping,1560000,68,4601000,82,3000000.0,611000.0,56.0,33.0,665.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Epping,1792000,47,3150000,65,9000000.0,550000.0,31.0,23.0,660.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Epping,1800000,75,4000000,90,4000000.0,455000.0,62.0,50.0,650.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Epping,1753000,51,2820000,65,4000000.0,870000.0,34.0,30.0,685.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Epping,1816000,63,3493000,73,2793000.0,760000.0,46.0,34.0,690.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Epping,1813000,39,3000000,58,3800000.0,660000.0,34.0,24.0,680.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Epping,1750000,45,6172000,73,4100000.0,560000.0,42.0,23.0,660.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Epping,1700000,31,4500000,61,3100000.0,760000.0,29.0,14.0,700.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Epping,1628000,59,2650000,85,2743000.0,750000.0,47.0,25.0,700.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Epping,1395000,28,2210000,68,2800000.0,750000.0,31.0,13.0,670.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Epping,1619000,44,3100000,100,3800000.0,825000.0,61.0,23.0,650.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Epping,1350000,32,2320000,73,3800000.0,800000.0,23.0,11.0,650.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Epping,1408000,42,2670000,67,3292000.0,850000.0,29.0,19.0,650.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Epping,1506000,48,2810000,76,3292000.0,670000.0,38.0,33.0,650.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Epping,1775000,51,4000000,82,3292000.0,620000.0,40.0,33.0,650.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Epping,1911000,49,5750000,75,3292000.0,850000.0,35.0,30.0,665.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Epping,1850000,45,2950000,95,3292000.0,700000.0,47.0,33.0,610.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Epping,1715000,43,2628000,68,3750000.0,750000.0,38.0,26.0,600.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Epping,1743000,60,2400000,81,3000000.0,750000.0,44.0,35.0,650.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Epping,1978000,50,3000000,47,2750000.0,750000.0,27.0,24.0,650.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Epping,2200000,67,3360000,84,4500000.0,790000.0,63.0,61.0,650.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Pennant Hills,749000,27,1360000,45,1250000.0,419000.0,3.0,1.0,510.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Pennant Hills,788000,28,1130000,52,1400000.0,440000.0,12.0,6.0,555.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Pennant Hills,852000,17,1150000,35,1495000.0,499000.0,4.0,2.0,548.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Pennant Hills,785000,21,1155000,46,1150000.0,499000.0,2.0,,550.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Pennant Hills,759000,16,1530000,43,1150000.0,475000.0,3.0,1.0,535.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Pennant Hills,755000,26,1168000,64,1175000.0,459000.0,5.0,4.0,600.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Pennant Hills,775000,22,1235000,43,1150000.0,500000.0,3.0,2.0,580.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Pennant Hills,856000,29,1543000,47,1300000.0,459000.0,7.0,5.0,610.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Pennant Hills,900000,32,1300000,44,1150000.0,100000.0,12.0,8.0,590.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Pennant Hills,943000,26,1360000,50,1200000.0,78000.0,11.0,7.0,550.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Pennant Hills,880000,32,1653000,44,1100000.0,78000.0,9.0,7.0,610.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Pennant Hills,970000,27,1410000,37,1200000.0,560000.0,11.0,8.0,620.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Pennant Hills,985000,21,1355000,27,1397000.0,475000.0,7.0,4.0,593.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Pennant Hills,1090000,35,2015000,45,1995000.0,790000.0,27.0,21.0,685.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Pennant Hills,1053000,26,1600000,30,2594000.0,719000.0,9.0,5.0,610.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Pennant Hills,1283000,30,2000000,39,1500000.0,718000.0,17.0,15.0,590.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Pennant Hills,1340000,23,1800000,34,1900000.0,718000.0,12.0,6.0,675.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Pennant Hills,1225000,31,2400000,42,2050000.0,848000.0,24.0,14.0,655.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Pennant Hills,1300000,14,1625000,22,2400000.0,698000.0,5.0,3.0,600.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Pennant Hills,1193000,26,1900000,37,2100000.0,710000.0,8.0,7.0,650.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Pennant Hills,1393000,37,2230000,39,2950000.0,800000.0,17.0,16.0,650.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Pennant Hills,1399000,25,1850000,35,2950000.0,720000.0,20.0,14.0,690.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Pennant Hills,1435000,16,1680000,21,1499000.0,720000.0,11.0,8.0,683.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Pennant Hills,1643000,22,2876000,27,2600000.0,910000.0,17.0,15.0,695.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Pennant Hills,1640000,25,2876000,29,2310000.0,930000.0,21.0,14.0,660.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Pennant Hills,1570000,17,2661000,44,2950000.0,1050000.0,33.0,7.0,620.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Pennant Hills,1360000,19,2060000,39,2950000.0,899000.0,12.0,3.0,605.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Pennant Hills,1381000,27,2010000,45,2950000.0,950000.0,13.0,6.0,690.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Pennant Hills,1220000,18,1800000,45,2950000.0,875000.0,11.0,4.0,695.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Pennant Hills,1252000,23,2150000,46,1800000.0,790000.0,12.0,2.0,700.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Pennant Hills,1431000,10,1810000,33,1800000.0,750000.0,6.0,2.0,630.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Pennant Hills,1188000,15,1552000,31,2500000.0,800000.0,10.0,6.0,625.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Pennant Hills,1230000,16,4000000,30,2093000.0,800000.0,8.0,2.0,620.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Pennant Hills,1419000,28,2100000,51,1890000.0,800000.0,26.0,16.0,638.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Pennant Hills,1475000,13,1800000,34,2600000.0,800000.0,10.0,7.0,628.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Pennant Hills,1650000,15,2050000,44,2100000.0,800000.0,9.0,5.0,620.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Pennant Hills,1390000,17,2215000,29,2000000.0,998000.0,11.0,4.0,650.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Pennant Hills,1460000,20,2585000,29,1950000.0,840000.0,13.0,8.0,598.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Pennant Hills,1558000,21,2750000,20,2300000.0,1200000.0,8.0,7.0,625.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Pennant Hills,1796000,32,2855000,30,2550000.0,1270000.0,28.0,21.0,688.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Baulkham Hills,586000,134,1800000,220,3220000.0,360000.0,37.0,21.0,500.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Baulkham Hills,614000,152,972000,252,1300000.0,369000.0,39.0,26.0,500.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Baulkham Hills,593000,132,1250000,219,3220000.0,75000.0,21.0,13.0,500.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Baulkham Hills,615000,155,900000,280,3500000.0,58000.0,41.0,28.0,510.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Baulkham Hills,605000,135,1000000,193,3500000.0,369000.0,28.0,19.0,500.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Baulkham Hills,630000,166,940000,216,1050000.0,50000.0,44.0,31.0,505.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Baulkham Hills,650000,117,855000,155,3299000.0,50000.0,9.0,5.0,520.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Baulkham Hills,660000,175,1500000,215,1150000.0,420000.0,31.0,22.0,528.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Baulkham Hills,672000,172,1170000,190,1075000.0,440000.0,30.0,25.0,520.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Baulkham Hills,745000,202,4371000,237,4000000.0,410000.0,54.0,48.0,540.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Baulkham Hills,742000,143,1185000,178,3300000.0,369000.0,22.0,16.0,540.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Baulkham Hills,800000,174,1420000,223,3300000.0,495000.0,43.0,32.0,535.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Baulkham Hills,850000,145,1455000,168,1450000.0,500000.0,33.0,29.0,550.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Baulkham Hills,902000,169,1527000,233,1450000.0,400000.0,76.0,57.0,560.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Baulkham Hills,898000,109,1350000,128,1590000.0,380000.0,37.0,27.0,550.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Baulkham Hills,1033000,154,2480000,174,1822000.0,520000.0,61.0,56.0,550.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Baulkham Hills,1105000,142,4000000,185,30000000.0,549000.0,92.0,61.0,575.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Baulkham Hills,1050000,165,1580000,272,30000000.0,85000.0,118.0,57.0,580.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Baulkham Hills,980000,107,1930000,177,30000000.0,600000.0,36.0,14.0,575.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Baulkham Hills,990000,112,10000000,169,6500000.0,,36.0,25.0,580.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Baulkham Hills,1050000,121,1655000,160,6500000.0,130000.0,37.0,32.0,580.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Baulkham Hills,1132000,145,6337000,186,2594000.0,640000.0,67.0,57.0,560.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Baulkham Hills,1170000,103,1750000,137,7000000.0,600000.0,36.0,26.0,580.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Baulkham Hills,1201000,142,12510000,175,7000000.0,575000.0,65.0,44.0,585.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Baulkham Hills,1165000,101,1810000,144,7000000.0,648000.0,53.0,33.0,580.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Baulkham Hills,1158000,137,1850000,201,1550000.0,10000.0,87.0,55.0,580.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Baulkham Hills,1110000,74,1828000,134,6500000.0,10000.0,28.0,12.0,590.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Baulkham Hills,1084000,101,2020000,157,6500000.0,100000.0,57.0,25.0,560.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Baulkham Hills,1066000,91,13510000,141,6500000.0,445000.0,44.0,26.0,570.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Baulkham Hills,1055000,107,1700000,183,6600000.0,589000.0,65.0,33.0,560.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Baulkham Hills,1000000,61,1810000,126,6250000.0,589000.0,24.0,14.0,550.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Baulkham Hills,970000,98,1740000,137,7000000.0,480000.0,42.0,27.0,560.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Baulkham Hills,1050000,104,1655000,138,7000000.0,110000.0,36.0,29.0,560.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Baulkham Hills,1208000,150,2300000,198,7000000.0,480000.0,86.0,61.0,560.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Baulkham Hills,1200000,95,7000000,151,6950000.0,480000.0,44.0,30.0,550.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Baulkham Hills,1170000,110,1838000,192,6500000.0,480000.0,41.0,23.0,550.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Baulkham Hills,1138000,96,1613000,144,7000000.0,565000.0,38.0,22.0,550.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Baulkham Hills,1230000,135,1860000,168,12000000.0,565000.0,69.0,43.0,550.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Baulkham Hills,1277000,105,1950000,114,7500000.0,630000.0,39.0,26.0,570.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Baulkham Hills,1551000,129,2512000,160,3000000.0,630000.0,87.0,59.0,560.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Castle Hill,705000,175,3000000,348,5000000.0,100000.0,44.0,15.0,600.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Castle Hill,730000,195,1920000,372,8490000.0,100000.0,65.0,40.0,595.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Castle Hill,751000,145,1625000,292,3000000.0,410000.0,35.0,18.0,580.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Castle Hill,749000,184,1900000,326,5495000.0,450000.0,44.0,20.0,560.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Castle Hill,730000,158,1500000,275,3200000.0,350000.0,27.0,18.0,595.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Castle Hill,760000,194,2000000,307,2200000.0,400000.0,45.0,26.0,600.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
