date,suburb,medianSoldPrice,numberSold,highestSoldPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,ymd,ymd_dt,qtr,date
2016-01-01,St Andrews,568000,20,700000,35,750000.0,60000.0,,,450.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,St Andrews,580000,30,790000,41,750000.0,480000.0,1.0,,450.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,St Andrews,598000,20,7900000,32,799000.0,490000.0,1.0,,400.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,St Andrews,605000,17,696000,34,810000.0,285000.0,,,400.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,St Andrews,613000,22,795000,28,785000.0,410000.0,1.0,1.0,428.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,St Andrews,619000,17,778000,27,750000.0,367000.0,,,400.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,St Andrews,648000,24,825000,29,750000.0,3000.0,3.0,,435.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,St Andrews,648000,16,847000,32,800000.0,3000.0,3.0,2.0,415.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,St Andrews,660000,24,780000,44,890000.0,490000.0,3.0,,425.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,St Andrews,647000,23,800000,38,850000.0,430000.0,,,400.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,St Andrews,600000,23,725000,36,873000.0,550000.0,1.0,1.0,390.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,St Andrews,594000,14,665000,30,800000.0,400000.0,,,400.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,St Andrews,570000,23,870000,31,870000.0,400000.0,,,400.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,St Andrews,548000,14,730000,22,770000.0,60000.0,,,425.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,St Andrews,634000,14,775000,25,770000.0,470000.0,,,420.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,St Andrews,615000,18,865000,33,860000.0,470000.0,,,410.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,St Andrews,660000,19,810000,35,840000.0,470000.0,,,400.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,St Andrews,638000,12,791000,43,790000.0,470000.0,2.0,1.0,410.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,St Andrews,591000,18,720000,25,850000.0,449000.0,,,385.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,St Andrews,650000,17,750000,22,850000.0,449000.0,2.0,2.0,430.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,St Andrews,750000,13,880000,14,850000.0,575000.0,1.0,1.0,430.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,St Andrews,750000,18,905000,21,880000.0,590000.0,2.0,1.0,470.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Warners Bay,415000,37,670000,80,3750000.0,280000.0,2.0,,360.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Warners Bay,410000,43,650000,93,1000000.0,280000.0,1.0,1.0,360.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Warners Bay,384000,30,560000,75,900000.0,290000.0,3.0,1.0,370.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Warners Bay,416000,39,765000,84,1300000.0,260000.0,5.0,2.0,360.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Warners Bay,410000,33,772000,62,1900000.0,260000.0,6.0,3.0,395.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Warners Bay,428000,30,715000,58,750000.0,235000.0,1.0,1.0,378.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Warners Bay,440000,30,3000000,59,1900000.0,260000.0,,,380.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Warners Bay,455000,45,760000,69,900000.0,24000.0,6.0,4.0,388.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Warners Bay,450000,34,800000,51,850000.0,300000.0,3.0,2.0,378.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Warners Bay,450000,42,810000,57,1200000.0,269000.0,2.0,2.0,385.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Warners Bay,465000,38,850000,71,1200000.0,105000.0,9.0,7.0,395.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Warners Bay,471000,51,779000,76,1400000.0,105000.0,6.0,6.0,390.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Warners Bay,447000,43,850000,66,1400000.0,300000.0,5.0,1.0,395.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Warners Bay,489000,44,875000,69,1200000.0,300000.0,7.0,4.0,395.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Warners Bay,485000,30,765000,71,1796000.0,275000.0,5.0,3.0,390.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Warners Bay,489000,45,2030000,62,1796000.0,275000.0,3.0,2.0,390.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Warners Bay,508000,49,742000,61,1000000.0,290000.0,8.0,2.0,413.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Warners Bay,542000,54,1365000,66,1496000.0,290000.0,14.0,7.0,400.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Warners Bay,605000,33,1365000,49,1496000.0,359000.0,3.0,1.0,395.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Warners Bay,541000,37,1300000,58,1400000.0,55000.0,6.0,3.0,395.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Warners Bay,556000,26,1225000,49,1200000.0,399000.0,2.0,1.0,400.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Warners Bay,590000,34,1850000,62,1850000.0,340000.0,3.0,1.0,400.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Warners Bay,590000,34,1350000,69,1250000.0,310000.0,9.0,4.0,400.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Warners Bay,599000,50,1251000,72,1200000.0,310000.0,3.0,2.0,390.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Warners Bay,591000,47,1240000,64,1200000.0,365000.0,4.0,3.0,415.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Warners Bay,625000,40,1135000,61,1250000.0,52000.0,8.0,5.0,430.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Warners Bay,661000,36,1500000,54,1250000.0,385000.0,3.0,2.0,420.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Warners Bay,614000,30,925000,41,1250000.0,390000.0,3.0,3.0,430.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Warners Bay,691000,24,1190000,40,1300000.0,410000.0,1.0,,420.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Warners Bay,645000,33,1100000,67,5237000.0,424000.0,2.0,1.0,420.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Warners Bay,653000,24,1250000,70,1248000.0,400000.0,5.0,3.0,440.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Warners Bay,580000,40,1700000,80,1790000.0,380000.0,10.0,2.0,450.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Warners Bay,595000,41,960000,105,1995000.0,380000.0,7.0,4.0,460.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Warners Bay,607000,52,2150000,113,1995000.0,337000.0,8.0,6.0,435.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Warners Bay,668000,32,1610000,97,1790000.0,380000.0,4.0,2.0,475.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Warners Bay,673000,34,3500000,98,1790000.0,380000.0,6.0,3.0,480.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Warners Bay,671000,26,3500000,49,5800000.0,400000.0,8.0,6.0,470.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Warners Bay,665000,36,1711000,50,5800000.0,400000.0,10.0,4.0,480.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Warners Bay,765000,57,4285000,54,5800000.0,440000.0,7.0,4.0,525.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Warners Bay,795000,33,1650000,37,1200000.0,470000.0,10.0,8.0,510.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Merewether,620000,51,2600000,99,2900000.0,50000.0,9.0,1.0,445.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Merewether,644000,52,2450000,113,3825000.0,100000.0,16.0,9.0,450.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Merewether,666000,40,2300000,116,3500000.0,100000.0,10.0,2.0,480.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Merewether,615000,50,2800000,103,4000000.0,95000.0,6.0,2.0,478.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Merewether,705000,53,2700000,99,3500000.0,20000.0,9.0,7.0,451.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Merewether,813000,55,2650000,101,4000000.0,145000.0,11.0,8.0,500.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Merewether,810000,48,3390000,75,3000000.0,413000.0,4.0,3.0,493.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Merewether,876000,36,2650000,72,3000000.0,430000.0,4.0,3.0,495.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Merewether,760000,55,3100000,76,4950000.0,430000.0,13.0,10.0,490.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Merewether,755000,60,3550000,74,4950000.0,130000.0,14.0,9.0,480.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Merewether,799000,60,3500000,85,4950000.0,290000.0,14.0,11.0,500.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Merewether,796000,58,2750000,90,,290000.0,14.0,10.0,470.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Merewether,820000,51,3250000,65,2100000.0,355000.0,8.0,7.0,450.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Merewether,840000,47,2500000,74,2900000.0,395000.0,16.0,10.0,500.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Merewether,895000,38,2000000,70,4000000.0,125000.0,10.0,5.0,510.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Merewether,859000,44,4100000,67,4000000.0,500000.0,12.0,7.0,500.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Merewether,787000,41,4300000,57,4950000.0,520000.0,11.0,7.0,470.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Merewether,998000,56,4500000,77,4950000.0,445000.0,27.0,21.0,500.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Merewether,1048000,38,2410000,67,3500000.0,450000.0,21.0,17.0,515.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Merewether,915000,40,1900000,60,3900000.0,400000.0,16.0,9.0,520.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Merewether,1068000,41,3900000,54,3900000.0,370000.0,20.0,14.0,523.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Merewether,1248000,56,3150000,58,3100000.0,420000.0,22.0,19.0,513.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Merewether,1163000,40,3500000,44,2643000.0,545000.0,18.0,15.0,510.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Merewether,1150000,50,5050000,57,4500000.0,375000.0,31.0,24.0,520.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Merewether,1340000,26,3350000,41,4000000.0,540000.0,12.0,8.0,480.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Merewether,1390000,49,4275000,82,4095000.0,550000.0,35.0,22.0,520.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Merewether,1350000,52,4000000,80,4000000.0,475000.0,23.0,13.0,555.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Merewether,1180000,43,4000000,66,4295000.0,349000.0,20.0,13.0,580.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Merewether,1118000,34,3450000,59,3900000.0,395000.0,15.0,7.0,570.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Merewether,1210000,43,4590000,80,3600000.0,375000.0,30.0,15.0,570.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Merewether,1050000,36,5510000,87,5250000.0,395000.0,20.0,8.0,555.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Merewether,1225000,40,2500000,84,3600000.0,100000.0,19.0,9.0,580.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Merewether,1090000,47,2400000,109,3150000.0,100000.0,23.0,17.0,550.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Merewether,1147000,51,3450000,110,3990000.0,100000.0,16.0,10.0,580.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Merewether,1325000,39,4200000,108,4000000.0,100000.0,14.0,9.0,630.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Merewether,1268000,36,4100000,107,5000000.0,100000.0,11.0,5.0,550.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Merewether,1253000,58,7250000,89,5400000.0,530000.0,19.0,10.0,650.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Merewether,1285000,67,7250000,81,5400000.0,600000.0,19.0,16.0,688.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Merewether,1520000,67,3403000,74,5400000.0,490000.0,25.0,20.0,668.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Merewether,1679000,54,6000000,62,5400000.0,530000.0,25.0,21.0,688.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Alexandria,850000,23,1520000,59,2000000.0,100000.0,18.0,13.0,663.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Alexandria,860000,21,1250000,33,1650000.0,560000.0,16.0,12.0,750.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Alexandria,900000,20,1175000,25,1650000.0,579000.0,12.0,11.0,700.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Alexandria,840000,20,1350000,33,1650000.0,600000.0,20.0,16.0,710.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Alexandria,775000,24,1120000,35,1650000.0,550000.0,17.0,11.0,700.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Alexandria,856000,22,1350000,31,1650000.0,578000.0,16.0,15.0,700.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Alexandria,900000,15,1375000,18,1200000.0,600000.0,9.0,7.0,740.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Alexandria,891000,17,1600000,20,1795000.0,650000.0,11.0,8.0,700.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Alexandria,1150000,15,1820000,19,1795000.0,650000.0,9.0,8.0,690.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Alexandria,972000,26,1830000,25,3000000.0,550000.0,21.0,19.0,760.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Alexandria,1270000,17,3000000,19,3000000.0,650000.0,13.0,10.0,725.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Alexandria,907000,25,1900000,22,3000000.0,600000.0,22.0,16.0,750.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Alexandria,1175000,14,1700000,17,3000000.0,800000.0,13.0,11.0,750.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Alexandria,1325000,21,1800000,26,3000000.0,595000.0,18.0,16.0,795.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Alexandria,1488000,12,1900000,17,1595000.0,700000.0,9.0,8.0,765.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Alexandria,1400000,16,2100000,18,1500000.0,873000.0,15.0,14.0,825.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Alexandria,1362000,13,2125000,22,2300000.0,850000.0,13.0,10.0,795.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Alexandria,1500000,16,2225000,25,5000000.0,830000.0,16.0,9.0,800.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Alexandria,1293000,17,2000000,16,3000000.0,830000.0,11.0,11.0,850.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Alexandria,1285000,16,2550000,19,3000000.0,760000.0,12.0,11.0,840.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Alexandria,1473000,16,1910000,28,2200000.0,470000.0,11.0,9.0,795.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Alexandria,1700000,13,2475000,14,2200000.0,1100000.0,11.0,10.0,885.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Alexandria,1640000,20,2501000,23,1850000.0,600000.0,17.0,15.0,823.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Alexandria,1805000,20,2650000,21,2850000.0,950000.0,19.0,17.0,900.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Alexandria,1835000,26,2315000,19,50000000.0,950000.0,14.0,12.0,990.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Alexandria,1608000,19,2275000,20,50000000.0,1250000.0,10.0,9.0,795.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Alexandria,1486000,15,2300000,18,50000000.0,943000.0,10.0,7.0,925.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Alexandria,1464000,22,2500000,27,50000000.0,1100000.0,20.0,17.0,815.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Alexandria,1523000,25,2400000,26,50000000.0,1050000.0,21.0,16.0,880.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Alexandria,1330000,19,2200000,22,50000000.0,825000.0,18.0,12.0,920.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Alexandria,1311000,14,1900000,20,50000000.0,800000.0,13.0,6.0,865.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Alexandria,1713000,14,2400000,20,50000000.0,465000.0,13.0,9.0,830.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Alexandria,1500000,16,3365000,14,50000000.0,455000.0,7.0,6.0,800.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Alexandria,1450000,13,2450000,14,50000000.0,400000.0,8.0,6.0,825.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Alexandria,1975000,12,3000000,12,50000000.0,1500000.0,4.0,4.0,825.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Alexandria,1925000,14,2585000,24,50000000.0,400000.0,6.0,5.0,800.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Alexandria,1668000,18,2545000,20,2250000.0,400000.0,13.0,12.0,800.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Alexandria,1880000,20,3600000,27,2990000.0,400000.0,16.0,15.0,800.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Alexandria,1625000,27,3150000,21,2250000.0,400000.0,15.0,14.0,845.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Alexandria,1913000,19,2950000,25,2500000.0,400000.0,16.0,10.0,860.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Fairfield West,420000,37,779000,90,850000.0,50000.0,21.0,9.0,400.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Fairfield West,410000,52,750000,90,1000000.0,50000.0,13.0,5.0,400.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Fairfield West,403000,27,485000,69,1000000.0,330000.0,6.0,5.0,400.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Fairfield West,420000,32,760000,68,850000.0,350000.0,13.0,7.0,400.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Fairfield West,440000,34,714000,63,695000.0,40000.0,12.0,6.0,415.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Fairfield West,434000,33,585000,54,695000.0,338000.0,14.0,10.0,400.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Fairfield West,447000,20,738000,47,695000.0,320000.0,10.0,5.0,400.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Fairfield West,450000,43,709000,51,695000.0,270000.0,27.0,19.0,420.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Fairfield West,494000,34,760000,37,845000.0,330000.0,18.0,11.0,430.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Fairfield West,527000,37,715000,55,840000.0,380000.0,28.0,20.0,430.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Fairfield West,525000,33,820000,38,840000.0,360000.0,16.0,9.0,430.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Fairfield West,569000,38,970000,59,979000.0,360000.0,34.0,21.0,430.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Fairfield West,586000,29,810000,50,990000.0,340000.0,18.0,10.0,445.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Fairfield West,600000,33,833000,47,950000.0,340000.0,29.0,19.0,440.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Fairfield West,720000,17,1000000,29,2000000.0,330000.0,9.0,8.0,450.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Fairfield West,710000,33,1080000,42,2000000.0,360000.0,27.0,19.0,450.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Fairfield West,682000,37,1310000,59,2200000.0,590000.0,33.0,14.0,460.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Fairfield West,670000,25,1160000,66,2200000.0,500000.0,18.0,8.0,450.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Fairfield West,673000,32,1080000,62,1130000.0,500000.0,13.0,7.0,450.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Fairfield West,738000,28,1080000,55,1300000.0,369000.0,13.0,6.0,430.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Fairfield West,710000,27,1070000,48,1360000.0,575000.0,9.0,7.0,450.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Fairfield West,750000,31,1100000,56,1360000.0,550000.0,23.0,16.0,450.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Fairfield West,773000,23,1730000,40,1000000.0,560000.0,13.0,9.0,470.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Fairfield West,761000,31,1240000,47,1600000.0,580000.0,24.0,15.0,480.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Fairfield West,740000,22,1000000,37,1600000.0,600000.0,11.0,6.0,460.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Fairfield West,763000,38,1500000,66,1290000.0,570000.0,27.0,19.0,470.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Fairfield West,790000,25,1018000,50,1400000.0,589000.0,10.0,4.0,470.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Fairfield West,775000,23,1160000,64,1400000.0,10000.0,22.0,11.0,470.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Fairfield West,760000,16,871000,54,,10000.0,9.0,4.0,450.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Fairfield West,710000,24,1210000,50,,500000.0,15.0,7.0,450.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Fairfield West,683000,16,1065000,50,1190000.0,500000.0,7.0,2.0,440.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Fairfield West,680000,23,1170000,53,1200000.0,545000.0,11.0,6.0,460.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Fairfield West,700000,22,1300000,58,1350000.0,545000.0,13.0,8.0,450.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Fairfield West,743000,31,1320000,64,1350000.0,545000.0,18.0,12.0,450.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Fairfield West,750000,20,950000,59,1350000.0,545000.0,19.0,12.0,450.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Fairfield West,710000,16,823000,57,1210000.0,545000.0,6.0,2.0,425.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Fairfield West,735000,20,1090000,31,1260000.0,640000.0,12.0,5.0,440.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Fairfield West,780000,23,1150000,32,1100000.0,550000.0,12.0,11.0,420.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Fairfield West,810000,30,1055000,36,980000.0,720000.0,11.0,8.0,433.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Fairfield West,931000,43,1400000,48,1500000.0,690000.0,25.0,16.0,450.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Bathurst,275000,37,570000,121,4500000.0,169000.0,4.0,,280.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Bathurst,288000,56,575000,139,2750000.0,69000.0,5.0,1.0,320.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Bathurst,293000,41,590000,144,2900000.0,69000.0,2.0,1.0,300.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Bathurst,315000,40,975000,109,1975000.0,149000.0,2.0,1.0,300.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Bathurst,287000,56,820000,121,2900000.0,69000.0,3.0,2.0,310.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Bathurst,310000,27,620000,99,1975000.0,125000.0,6.0,2.0,320.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Bathurst,280000,39,640000,106,1800000.0,69000.0,1.0,1.0,320.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
